
The table is organized as such:
| Policy Name |
| Starting Track |
| Next track | Tracks Moved |
| ... |
| Average Seek Length |
| Average Seek Time |
--------------------------------------------------------------------------------------
|  FIFO  |  LIFO  |  SSTF  |  SCAN  |    C-SCAN    |      N-STEP-SCAN      |  FSCAN  |
--------------------------------------------------------------------------------------
|     1  |     1  |     1  |     1  |         1    |                1      |      1  |
--------------------------------------------------------------------------------------
|  92| 91| 199|  2|   1|  0|   1|  0|     1 |     0|        92 |         91|  92|  91|
|  95|  3|  12| 13| 200|  1|   2|  1|     2 |     1|        95 |          3|  95|   3|
| 167| 72| 148| 64| 200|  0|   2|  0|     2 |     0|       123 |         28| 123|  28|
| 123| 44|  84| 64| 200|  0|   2|  0|     2 |     0|       167 |         44| 167|  44|
| 188| 65|  39| 45| 200|  0|   2|  0|     2 |     0|       188 |         21| 188|  21|
| 196|  8| 106| 67| 199|  1|   2|  0|     2 |     0|       196 |          8| 138|  50|
| 129| 67|  98|  8| 199|  0|   2|  0|     2 |     0|       178 |         18| 132|   6|
| 159| 30| 148| 50| 199|  0|   2|  0|     2 |     0|       159 |         19| 104|  28|
| 178| 19|  25| 77| 199|  0|   2|  0|     2 |     0|       156 |          3|  29|  75|
| 156| 22| 117| 92| 199|  0|   2|  0|     2 |     0|       129 |         27|   9|  20|
| 104| 52| 163| 46| 199|  0|   3|  1|     3 |     1|       104 |         25| 129|  80|
| 138| 34| 181| 18| 199|  0|   3|  0|     3 |     0|        29 |         75| 156|  27|
|  29| 91| 136| 45| 199|  0|   3|  0|     3 |     0|         9 |         20| 159|   3|
| 132| 97|  37| 99| 199|  0|   3|  0|     3 |     0|       132 |         77| 178|  19|
|   9| 77| 190| 47| 199|  0|   4|  1|     4 |     1|       138 |          6| 196|  18|
|  29| 20|  44| 54| 198|  1|   4|  0|     4 |     0|        92 |         46| 176|  20|
|  67| 38| 188| 56| 198|  0|   4|  0|     4 |     0|        67 |         25|  92|  84|
| 176| 91|  91| 97| 198|  0|   5|  1|     5 |     1|        29 |         38|  67|  25|
|  92| 84| 108| 17| 198|  0|   5|  0|     5 |     0|        15 |         14|  29|  38|
|  15| 77| 124| 16| 198|  0|   5|  0|     5 |     0|       176 |         39|  15|  14|
|   5| 10| 120|  4| 198|  0|   5|  0|     5 |     0|       123 |         53| 121|  94|
|  78| 73|   2| 82| 197|  1|   5|  0|     5 |     0|       112 |         11| 163|  42|
| 112| 34| 147| 55| 197|  0|   6|  1|     6 |     1|        78 |         34| 174|  11|
|  41| 71|  67| 80| 197|  0|   6|  0|     6 |     0|        41 |         37| 177|   3|
| 123| 82| 101| 34| 196|  1|   6|  0|     6 |     0|         5 |         36| 197|  20|
| 177| 54|  87| 14| 196|  0|   6|  0|     6 |     0|       121 |         84| 191|   6|
| 174|  3| 166| 79| 196|  0|   6|  0|     6 |     0|       163 |         42| 160|  31|
| 163| 11| 168|  2| 196|  0|   6|  0|     6 |     0|       174 |         11| 139|  21|
| 121| 42|  41| 73| 196|  0|   6|  0|     6 |     0|       177 |          3| 121|  18|
| 197| 76|  64| 23| 195|  1|   6|  0|     6 |     0|       197 |         20|  80|  41|
| 139| 58| 162| 98| 195|  0|   7|  1|     7 |     1|       191 |          6|  87|   7|
| 160| 21|   5| 43| 195|  0|   7|  0|     7 |     0|       160 |         31| 110|  23|
| 121| 39| 199|  6| 195|  0|   7|  0|     7 |     0|       139 |         21| 118|   8|
|  80| 41| 153| 46| 194|  1|   7|  0|     7 |     0|       121 |         18| 144|  26|
| 191| 89| 116| 37| 194|  0|   8|  1|     8 |     1|        80 |         41| 191|  47|
| 118| 73|  64| 52| 194|  0|   8|  0|     8 |     0|        87 |          7| 162|  29|
| 110|  8|  11| 53| 194|  0|   8|  0|     8 |     0|       110 |         23|  83|  79|
| 144| 34|  56| 45| 194|  0|   8|  0|     8 |     0|       118 |          8|  27|  56|
|  87| 57|  41| 15| 193|  1|   8|  0|     8 |     0|       144 |         26|  18|   9|
| 191| 96| 175| 66| 193|  0|   8|  0|     8 |     0|       191 |         47|   8|  10|
|   8| 17|  30| 55| 192|  1|   8|  0|     8 |     0|       162 |         29| 127|  81|
| 162| 46| 111| 81| 192|  0|   9|  1|     9 |     1|        83 |         79| 143|  16|
|  83| 79|   9| 98| 192|  0|   9|  0|     9 |     0|        27 |         56| 153|  10|
|  18| 65|  53| 44| 192|  0|   9|  0|     9 |     0|        18 |          9| 156|   3|
|  27|  9| 180| 73| 191|  1|   9|  0|     9 |     0|         8 |         10|   4|  48|
| 143| 84|  12| 32| 191|  0|   9|  0|     9 |     0|       127 |         81|   5|   1|
| 127| 16| 191| 21| 191|  0|   9|  0|     9 |     0|       143 |         16|  29|  24|
| 156| 29| 195|  4| 191|  0|   9|  0|     9 |     0|       153 |         10|  84|  55|
|   4| 48|   8| 13| 191|  0|   9|  0|     9 |     0|       156 |          3| 108|  24|
| 153| 51| 115| 93| 191|  0|   9|  0|     9 |     0|         4 |         48| 177|  69|
|   5| 52| 123|  8| 190|  1|   9|  0|     9 |     0|         5 |          1| 184|   7|
|  29| 24|  22| 99| 190|  0|  10|  1|    10 |     1|        29 |         24| 189|   5|
| 177| 52|  25|  3| 190|  0|  10|  0|    10 |     0|        84 |         55| 170|  19|
| 108| 69| 107| 82| 190|  0|  10|  0|    10 |     0|       108 |         24|  69|  99|
|  84| 24| 178| 71| 190|  0|  11|  1|    11 |     1|       177 |         69|  22|  47|
| 189| 95| 141| 37| 190|  0|  11|  0|    11 |     0|       184 |          7|  45|  23|
| 170| 19|  64| 77| 189|  1|  11|  0|    11 |     0|       189 |          5| 143|  98|
| 184| 14|  95| 31| 189|  0|  11|  0|    11 |     0|       170 |         19| 159|  16|
