
The table is organized as such:
| Policy Name |
| Starting Track |
| Next track | Tracks Moved |
| ... |
| Average Seek Length |
| Average Seek Time |
--------------------------------------------------------------------------------------
|  FIFO  |  LIFO  |  SSTF  |  SCAN  |    C-SCAN    |      N-STEP-SCAN      |  FSCAN  |
--------------------------------------------------------------------------------------
|   100  |   100  |   100  |   100  |       100    |              100      |    100  |
--------------------------------------------------------------------------------------
| 137| 37| 179| 79| 100|  0| 100|  0|   100 |     0|       118 |         18| 118|  18|
| 132|  5| 177|  2| 100|  0| 100|  0|   100 |     0|       126 |          8| 126|   8|
| 126|  6| 161| 16|  99|  1| 101|  1|   101 |     1|       132 |          6| 132|   6|
| 118|  8| 178| 17|  99|  0| 101|  0|   101 |     0|       133 |          1| 133|   1|
| 133| 15|   7| 29|  99|  0| 101|  0|   101 |     0|       137 |          4| 137|   4|
| 152| 19|  17| 10|  99|  0| 101|  0|   101 |     0|       138 |          1| 140|   3|
| 145|  7|  17|  0|  99|  0| 102|  1|   102 |     1|       144 |          6| 145|   5|
| 163| 18|   6| 11|  98|  1| 102|  0|   102 |     0|       145 |          1| 151|   6|
| 144| 19| 187| 19|  98|  0| 102|  0|   102 |     0|       152 |          7| 151|   0|
| 138|  6| 190|  3|  98|  0| 103|  1|   103 |     1|       163 |         11| 177|  26|
| 177| 39| 183|  7|  98|  0| 103|  0|   103 |     0|       177 |         14| 148|  29|
| 140| 37| 187|  4|  98|  0| 103|  0|   103 |     0|       151 |         26| 130|  18|
| 145|  5| 184|  3|  98|  0| 104|  1|   104 |     1|       151 |          0| 130|   0|
| 151|  6| 191|  7|  97|  1| 104|  0|   104 |     0|       145 |          6| 128|   2|
| 151|  0| 186|  5|  97|  0| 105|  1|   105 |     1|       140 |          5| 127|   1|
| 148|  3| 186|  0|  97|  0| 105|  0|   105 |     0|       148 |          8| 125|   2|
| 128| 20| 178|  8|  97|  0| 105|  0|   105 |     0|       130 |         18| 100|  25|
| 127|  1| 163| 15|  96|  1| 105|  0|   105 |     0|       130 |          0|  96|   4|
| 130|  3| 163|  0|  96|  0| 105|  0|   105 |     0|       128 |          2|  81|  15|
| 130|  0| 162|  1|  96|  0| 105|  0|   105 |     0|       127 |          1|  78|   3|
